season,round,race_name,driver,constructor,grid,position,points,status,laps
2010,15,Singapore Grand Prix,grassi,virgin,20,15,0.0,+2 Laps,59
2010,15,Singapore Grand Prix,kovalainen,lotus_racing,19,16,0.0,Engine,58
2010,15,Singapore Grand Prix,glock,virgin,18,17,0.0,Hydraulics,49
2010,15,Singapore Grand Prix,heidfeld,sauber,14,18,0.0,Collision,36
2010,15,Singapore Grand Prix,hamilton,mclaren,3,19,0.0,Collision,35
2010,15,Singapore Grand Prix,klien,hrt,22,20,0.0,Hydraulics,31
2010,15,Singapore Grand Prix,kobayashi,sauber,10,21,0.0,Accident,30
2010,15,Singapore Grand Prix,bruno_senna,hrt,23,22,0.0,Accident,29
2010,15,Singapore Grand Prix,trulli,lotus_racing,21,23,0.0,Hydraulics,27
2010,15,Singapore Grand Prix,liuzzi,force_india,16,24,0.0,Collision,1
2010,16,Japanese Grand Prix,vettel,red_bull,1,1,25.0,Finished,53
2010,16,Japanese Grand Prix,webber,red_bull,2,2,18.0,Finished,53
2010,16,Japanese Grand Prix,alonso,ferrari,4,3,15.0,Finished,53
2010,16,Japanese Grand Prix,button,mclaren,5,4,12.0,Finished,53
2010,16,Japanese Grand Prix,hamilton,mclaren,8,5,10.0,Finished,53
2010,16,Japanese Grand Prix,michael_schumacher,mercedes,10,6,8.0,Finished,53
2010,16,Japanese Grand Prix,kobayashi,sauber,14,7,6.0,Finished,53
2010,16,Japanese Grand Prix,heidfeld,sauber,11,8,4.0,Finished,53
2010,16,Japanese Grand Prix,barrichello,williams,7,9,2.0,Finished,53
2010,16,Japanese Grand Prix,buemi,toro_rosso,18,10,1.0,Finished,53
2010,16,Japanese Grand Prix,alguersuari,toro_rosso,16,11,0.0,+1 Lap,52
2010,16,Japanese Grand Prix,kovalainen,lotus_racing,20,12,0.0,+1 Lap,52
2010,16,Japanese Grand Prix,trulli,lotus_racing,19,13,0.0,+2 Laps,51
2010,16,Japanese Grand Prix,glock,virgin,22,14,0.0,+2 Laps,51
2010,16,Japanese Grand Prix,bruno_senna,hrt,23,15,0.0,+2 Laps,51
2010,16,Japanese Grand Prix,yamamoto,hrt,24,16,0.0,+3 Laps,50
2010,16,Japanese Grand Prix,rosberg,mercedes,6,17,0.0,Suspension,47
2010,16,Japanese Grand Prix,sutil,force_india,15,18,0.0,Oil leak,44
2010,16,Japanese Grand Prix,kubica,renault,3,19,0.0,Wheel,2
2010,16,Japanese Grand Prix,hulkenberg,williams,9,20,0.0,Accident,0
2010,16,Japanese Grand Prix,massa,ferrari,12,21,0.0,Accident,0
2010,16,Japanese Grand Prix,petrov,renault,13,22,0.0,Accident,0
2010,16,Japanese Grand Prix,liuzzi,force_india,17,23,0.0,Accident,0
2010,16,Japanese Grand Prix,grassi,virgin,21,24,0.0,Suspension,0
2010,17,Korean Grand Prix,alonso,ferrari,3,1,25.0,Finished,55
2010,17,Korean Grand Prix,hamilton,mclaren,4,2,18.0,Finished,55
2010,17,Korean Grand Prix,massa,ferrari,6,3,15.0,Finished,55
2010,17,Korean Grand Prix,michael_schumacher,mercedes,9,4,12.0,Finished,55
2010,17,Korean Grand Prix,kubica,renault,8,5,10.0,Finished,55
2010,17,Korean Grand Prix,liuzzi,force_india,17,6,8.0,Finished,55
2010,17,Korean Grand Prix,barrichello,williams,10,7,6.0,Finished,55
2010,17,Korean Grand Prix,kobayashi,sauber,12,8,4.0,Finished,55
2010,17,Korean Grand Prix,heidfeld,sauber,13,9,2.0,Finished,55
2010,17,Korean Grand Prix,hulkenberg,williams,11,10,1.0,Finished,55
2010,17,Korean Grand Prix,alguersuari,toro_rosso,15,11,0.0,Finished,55
2010,17,Korean Grand Prix,button,mclaren,7,12,0.0,Finished,55
2010,17,Korean Grand Prix,kovalainen,lotus_racing,21,13,0.0,+1 Lap,54
2010,17,Korean Grand Prix,bruno_senna,hrt,24,14,0.0,+2 Laps,53
2010,17,Korean Grand Prix,yamamoto,hrt,23,15,0.0,+2 Laps,53
2010,17,Korean Grand Prix,sutil,force_india,14,16,0.0,Collision,46
2010,17,Korean Grand Prix,vettel,red_bull,1,17,0.0,Engine,45
2010,17,Korean Grand Prix,petrov,renault,20,18,0.0,Accident,39
2010,17,Korean Grand Prix,glock,virgin,19,19,0.0,Collision,31
2010,17,Korean Grand Prix,buemi,toro_rosso,16,20,0.0,Collision,30
2010,17,Korean Grand Prix,grassi,virgin,22,21,0.0,Accident,25
2010,17,Korean Grand Prix,trulli,lotus_racing,18,22,0.0,Hydraulics,25
2010,17,Korean Grand Prix,webber,red_bull,2,23,0.0,Accident,18
2010,17,Korean Grand Prix,rosberg,mercedes,5,24,0.0,Collision,18
2010,18,Brazilian Grand Prix,vettel,red_bull,2,1,25.0,Finished,71
2010,18,Brazilian Grand Prix,webber,red_bull,3,2,18.0,Finished,71
2010,18,Brazilian Grand Prix,alonso,ferrari,5,3,15.0,Finished,71
2010,18,Brazilian Grand Prix,hamilton,mclaren,4,4,12.0,Finished,71
2010,18,Brazilian Grand Prix,button,mclaren,11,5,10.0,Finished,71
2010,18,Brazilian Grand Prix,rosberg,mercedes,13,6,8.0,Finished,71
2010,18,Brazilian Grand Prix,michael_schumacher,mercedes,8,7,6.0,Finished,71
2010,18,Brazilian Grand Prix,hulkenberg,williams,1,8,4.0,+1 Lap,70
2010,18,Brazilian Grand Prix,kubica,renault,7,9,2.0,+1 Lap,70
2010,18,Brazilian Grand Prix,kobayashi,sauber,12,10,1.0,+1 Lap,70
2010,18,Brazilian Grand Prix,alguersuari,toro_rosso,14,11,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,sutil,force_india,22,12,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,buemi,toro_rosso,19,13,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,barrichello,williams,6,14,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,massa,ferrari,9,15,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,petrov,renault,10,16,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,heidfeld,sauber,15,17,0.0,+1 Lap,70
2010,18,Brazilian Grand Prix,kovalainen,lotus_racing,20,18,0.0,+2 Laps,69
2010,18,Brazilian Grand Prix,trulli,lotus_racing,18,19,0.0,+2 Laps,69
2010,18,Brazilian Grand Prix,glock,virgin,17,20,0.0,+2 Laps,69
2010,18,Brazilian Grand Prix,bruno_senna,hrt,24,21,0.0,+2 Laps,69
2010,18,Brazilian Grand Prix,klien,hrt,23,22,0.0,+6 Laps,65
2010,18,Brazilian Grand Prix,grassi,virgin,21,23,0.0,+9 Laps,62
2010,18,Brazilian Grand Prix,liuzzi,force_india,16,24,0.0,Accident,49
2010,19,Abu Dhabi Grand Prix,vettel,red_bull,1,1,25.0,Finished,55
2010,19,Abu Dhabi Grand Prix,hamilton,mclaren,2,2,18.0,Finished,55
2010,19,Abu Dhabi Grand Prix,button,mclaren,4,3,15.0,Finished,55
2010,19,Abu Dhabi Grand Prix,rosberg,mercedes,9,4,12.0,Finished,55
2010,19,Abu Dhabi Grand Prix,kubica,renault,11,5,10.0,Finished,55
2010,19,Abu Dhabi Grand Prix,petrov,renault,10,6,8.0,Finished,55
2010,19,Abu Dhabi Grand Prix,alonso,ferrari,3,7,6.0,Finished,55
2010,19,Abu Dhabi Grand Prix,webber,red_bull,5,8,4.0,Finished,55
2010,19,Abu Dhabi Grand Prix,alguersuari,toro_rosso,17,9,2.0,Finished,55
2010,19,Abu Dhabi Grand Prix,massa,ferrari,6,10,1.0,Finished,55
2010,19,Abu Dhabi Grand Prix,heidfeld,sauber,14,11,0.0,Finished,55
2010,19,Abu Dhabi Grand Prix,barrichello,williams,7,12,0.0,Finished,55
2010,19,Abu Dhabi Grand Prix,sutil,force_india,13,13,0.0,Finished,55
2010,19,Abu Dhabi Grand Prix,kobayashi,sauber,12,14,0.0,Finished,55
2010,19,Abu Dhabi Grand Prix,buemi,toro_rosso,18,15,0.0,Finished,55
2010,19,Abu Dhabi Grand Prix,hulkenberg,williams,15,16,0.0,Finished,55
2010,19,Abu Dhabi Grand Prix,kovalainen,lotus_racing,20,17,0.0,+1 Lap,54
2010,19,Abu Dhabi Grand Prix,grassi,virgin,22,18,0.0,+2 Laps,53
2010,19,Abu Dhabi Grand Prix,bruno_senna,hrt,23,19,0.0,+2 Laps,53
2010,19,Abu Dhabi Grand Prix,klien,hrt,24,20,0.0,+2 Laps,53
2010,19,Abu Dhabi Grand Prix,trulli,lotus_racing,19,21,0.0,Rear wing,51
2010,19,Abu Dhabi Grand Prix,glock,virgin,21,22,0.0,Gearbox,43
2010,19,Abu Dhabi Grand Prix,michael_schumacher,mercedes,8,23,0.0,Collision,0
2010,19,Abu Dhabi Grand Prix,liuzzi,force_india,16,24,0.0,Collision,0
2011,1,Australian Grand Prix,vettel,red_bull,1,1,25.0,Finished,58
2011,1,Australian Grand Prix,hamilton,mclaren,2,2,18.0,Finished,58
2011,1,Australian Grand Prix,petrov,renault,6,3,15.0,Finished,58
2011,1,Australian Grand Prix,alonso,ferrari,5,4,12.0,Finished,58
2011,1,Australian Grand Prix,webber,red_bull,3,5,10.0,Finished,58
2011,1,Australian Grand Prix,button,mclaren,4,6,8.0,Finished,58
2011,1,Australian Grand Prix,massa,ferrari,8,7,6.0,Finished,58
2011,1,Australian Grand Prix,buemi,toro_rosso,10,8,4.0,+1 Lap,57
2011,1,Australian Grand Prix,sutil,force_india,16,9,2.0,+1 Lap,57
2011,1,Australian Grand Prix,resta,force_india,14,10,1.0,+1 Lap,57
2011,1,Australian Grand Prix,alguersuari,toro_rosso,12,11,0.0,+1 Lap,57
2011,1,Australian Grand Prix,heidfeld,renault,18,12,0.0,+1 Lap,57
2011,1,Australian Grand Prix,trulli,lotus_racing,20,13,0.0,+2 Laps,56
2011,1,Australian Grand Prix,ambrosio,virgin,22,14,0.0,+4 Laps,54
2011,1,Australian Grand Prix,glock,virgin,21,15,0.0,+9 Laps,49
2011,1,Australian Grand Prix,barrichello,williams,17,16,0.0,Transmission,48
2011,1,Australian Grand Prix,rosberg,mercedes,7,17,0.0,Collision,22
2011,1,Australian Grand Prix,kovalainen,lotus_racing,19,18,0.0,Water leak,19
2011,1,Australian Grand Prix,michael_schumacher,mercedes,11,19,0.0,Collision,19
2011,1,Australian Grand Prix,maldonado,williams,15,20,0.0,Transmission,9
2011,1,Australian Grand Prix,kobayashi,sauber,9,21,0.0,Disqualified,58
2011,1,Australian Grand Prix,perez,sauber,13,22,0.0,Disqualified,58
2011,2,Malaysian Grand Prix,vettel,red_bull,1,1,25.0,Finished,56
2011,2,Malaysian Grand Prix,button,mclaren,4,2,18.0,Finished,56
2011,2,Malaysian Grand Prix,heidfeld,renault,6,3,15.0,Finished,56
2011,2,Malaysian Grand Prix,webber,red_bull,3,4,12.0,Finished,56
2011,2,Malaysian Grand Prix,massa,ferrari,7,5,10.0,Finished,56
2011,2,Malaysian Grand Prix,alonso,ferrari,5,6,8.0,Finished,56
2011,2,Malaysian Grand Prix,kobayashi,sauber,10,7,6.0,Finished,56
2011,2,Malaysian Grand Prix,hamilton,mclaren,2,8,4.0,Finished,56
2011,2,Malaysian Grand Prix,michael_schumacher,mercedes,11,9,2.0,Finished,56
2011,2,Malaysian Grand Prix,resta,force_india,14,10,1.0,Finished,56
2011,2,Malaysian Grand Prix,sutil,force_india,17,11,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,rosberg,mercedes,9,12,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,buemi,toro_rosso,12,13,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,alguersuari,toro_rosso,13,14,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,kovalainen,lotus_racing,19,15,0.0,+1 Lap,55
2011,2,Malaysian Grand Prix,glock,virgin,21,16,0.0,+2 Laps,54
2011,2,Malaysian Grand Prix,petrov,renault,8,17,0.0,Accident,52
2011,2,Malaysian Grand Prix,liuzzi,hrt,23,18,0.0,+10 Laps,46
2011,2,Malaysian Grand Prix,ambrosio,virgin,22,19,0.0,Accident,42
2011,2,Malaysian Grand Prix,trulli,lotus_racing,20,20,0.0,Clutch,31
2011,2,Malaysian Grand Prix,perez,sauber,16,21,0.0,Accident,23
2011,2,Malaysian Grand Prix,barrichello,williams,15,22,0.0,Gearbox,22
2011,2,Malaysian Grand Prix,karthikeyan,hrt,24,23,0.0,+42 Laps,14
2011,2,Malaysian Grand Prix,maldonado,williams,18,24,0.0,Engine misfire,8
2011,3,Chinese Grand Prix,hamilton,mclaren,3,1,25.0,Finished,56
2011,3,Chinese Grand Prix,vettel,red_bull,1,2,18.0,Finished,56
2011,3,Chinese Grand Prix,webber,red_bull,18,3,15.0,Finished,56
2011,3,Chinese Grand Prix,button,mclaren,2,4,12.0,Finished,56
2011,3,Chinese Grand Prix,rosberg,mercedes,4,5,10.0,Finished,56
2011,3,Chinese Grand Prix,massa,ferrari,6,6,8.0,Finished,56
2011,3,Chinese Grand Prix,alonso,ferrari,5,7,6.0,Finished,56
2011,3,Chinese Grand Prix,michael_schumacher,mercedes,14,8,4.0,Finished,56
2011,3,Chinese Grand Prix,petrov,renault,10,9,2.0,Finished,56
2011,3,Chinese Grand Prix,kobayashi,sauber,13,10,1.0,Finished,56
2011,3,Chinese Grand Prix,resta,force_india,8,11,0.0,Finished,56
2011,3,Chinese Grand Prix,heidfeld,renault,16,12,0.0,Finished,56
2011,3,Chinese Grand Prix,barrichello,williams,15,13,0.0,Finished,56
2011,3,Chinese Grand Prix,buemi,toro_rosso,9,14,0.0,Finished,56
2011,3,Chinese Grand Prix,sutil,force_india,11,15,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,kovalainen,lotus_racing,19,16,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,perez,sauber,12,17,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,maldonado,williams,17,18,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,trulli,lotus_racing,20,19,0.0,+1 Lap,55
2011,3,Chinese Grand Prix,ambrosio,virgin,21,20,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,glock,virgin,22,21,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,liuzzi,hrt,23,22,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,karthikeyan,hrt,24,23,0.0,+2 Laps,54
2011,3,Chinese Grand Prix,alguersuari,toro_rosso,7,24,0.0,Wheel,9
2011,4,Turkish Grand Prix,vettel,red_bull,1,1,25.0,Finished,58
2011,4,Turkish Grand Prix,webber,red_bull,2,2,18.0,Finished,58
2011,4,Turkish Grand Prix,alonso,ferrari,5,3,15.0,Finished,58
2011,4,Turkish Grand Prix,hamilton,mclaren,4,4,12.0,Finished,58
2011,4,Turkish Grand Prix,rosberg,mercedes,3,5,10.0,Finished,58
2011,4,Turkish Grand Prix,button,mclaren,6,6,8.0,Finished,58
2011,4,Turkish Grand Prix,heidfeld,renault,9,7,6.0,Finished,58
2011,4,Turkish Grand Prix,petrov,renault,7,8,4.0,Finished,58
2011,4,Turkish Grand Prix,buemi,toro_rosso,16,9,2.0,Finished,58
2011,4,Turkish Grand Prix,kobayashi,sauber,24,10,1.0,Finished,58
2011,4,Turkish Grand Prix,massa,ferrari,10,11,0.0,Finished,58
2011,4,Turkish Grand Prix,michael_schumacher,mercedes,8,12,0.0,Finished,58
2011,4,Turkish Grand Prix,sutil,force_india,12,13,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,perez,sauber,15,14,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,barrichello,williams,11,15,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,alguersuari,toro_rosso,17,16,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,maldonado,williams,14,17,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,trulli,lotus_racing,19,18,0.0,+1 Lap,57
2011,4,Turkish Grand Prix,kovalainen,lotus_racing,18,19,0.0,+2 Laps,56
2011,4,Turkish Grand Prix,ambrosio,virgin,23,20,0.0,+2 Laps,56
2011,4,Turkish Grand Prix,karthikeyan,hrt,22,21,0.0,+3 Laps,55
2011,4,Turkish Grand Prix,liuzzi,hrt,20,22,0.0,+5 Laps,53
2011,4,Turkish Grand Prix,resta,force_india,13,23,0.0,Retired,44
2011,4,Turkish Grand Prix,glock,virgin,21,24,0.0,Gearbox,0
2011,5,Spanish Grand Prix,vettel,red_bull,2,1,25.0,Finished,66
2011,5,Spanish Grand Prix,hamilton,mclaren,3,2,18.0,Finished,66
2011,5,Spanish Grand Prix,button,mclaren,5,3,15.0,Finished,66
2011,5,Spanish Grand Prix,webber,red_bull,1,4,12.0,Finished,66
2011,5,Spanish Grand Prix,alonso,ferrari,4,5,10.0,+1 Lap,65
2011,5,Spanish Grand Prix,michael_schumacher,mercedes,10,6,8.0,+1 Lap,65
2011,5,Spanish Grand Prix,rosberg,mercedes,7,7,6.0,+1 Lap,65
2011,5,Spanish Grand Prix,heidfeld,renault,24,8,4.0,+1 Lap,65
2011,5,Spanish Grand Prix,perez,sauber,12,9,2.0,+1 Lap,65
2011,5,Spanish Grand Prix,kobayashi,sauber,14,10,1.0,+1 Lap,65
2011,5,Spanish Grand Prix,petrov,renault,6,11,0.0,+1 Lap,65
2011,5,Spanish Grand Prix,resta,force_india,16,12,0.0,+1 Lap,65
2011,5,Spanish Grand Prix,sutil,force_india,17,13,0.0,+1 Lap,65
2011,5,Spanish Grand Prix,buemi,toro_rosso,11,14,0.0,+1 Lap,65
2011,5,Spanish Grand Prix,maldonado,williams,9,15,0.0,+1 Lap,65
2011,5,Spanish Grand Prix,alguersuari,toro_rosso,13,16,0.0,+2 Laps,64
2011,5,Spanish Grand Prix,barrichello,williams,19,17,0.0,+2 Laps,64
2011,5,Spanish Grand Prix,trulli,lotus_racing,18,18,0.0,+2 Laps,64
2011,5,Spanish Grand Prix,glock,virgin,20,19,0.0,+3 Laps,63
2011,5,Spanish Grand Prix,ambrosio,virgin,23,20,0.0,+4 Laps,62
2011,5,Spanish Grand Prix,karthikeyan,hrt,22,21,0.0,+5 Laps,61
2011,5,Spanish Grand Prix,massa,ferrari,8,22,0.0,Gearbox,58
2011,5,Spanish Grand Prix,kovalainen,lotus_racing,15,23,0.0,Accident,48
2011,5,Spanish Grand Prix,liuzzi,hrt,21,24,0.0,Gearbox,28
2011,6,Monaco Grand Prix,vettel,red_bull,1,1,25.0,Finished,78
2011,6,Monaco Grand Prix,alonso,ferrari,4,2,18.0,Finished,78
2011,6,Monaco Grand Prix,button,mclaren,2,3,15.0,Finished,78
2011,6,Monaco Grand Prix,webber,red_bull,3,4,12.0,Finished,78
2011,6,Monaco Grand Prix,kobayashi,sauber,12,5,10.0,Finished,78
2011,6,Monaco Grand Prix,hamilton,mclaren,9,6,8.0,Finished,78
2011,6,Monaco Grand Prix,sutil,force_india,14,7,6.0,+1 Lap,77
2011,6,Monaco Grand Prix,heidfeld,renault,15,8,4.0,+1 Lap,77
2011,6,Monaco Grand Prix,barrichello,williams,11,9,2.0,+1 Lap,77
2011,6,Monaco Grand Prix,buemi,toro_rosso,16,10,1.0,+1 Lap,77
2011,6,Monaco Grand Prix,rosberg,mercedes,7,11,0.0,+2 Laps,76
2011,6,Monaco Grand Prix,resta,force_india,13,12,0.0,+2 Laps,76
2011,6,Monaco Grand Prix,trulli,lotus_racing,18,13,0.0,+2 Laps,76
2011,6,Monaco Grand Prix,kovalainen,lotus_racing,17,14,0.0,+2 Laps,76
2011,6,Monaco Grand Prix,ambrosio,virgin,21,15,0.0,+3 Laps,75
2011,6,Monaco Grand Prix,liuzzi,hrt,23,16,0.0,+3 Laps,75
2011,6,Monaco Grand Prix,karthikeyan,hrt,22,17,0.0,+4 Laps,74
2011,6,Monaco Grand Prix,maldonado,williams,8,18,0.0,Accident,73
2011,6,Monaco Grand Prix,petrov,renault,10,19,0.0,Collision,67
2011,6,Monaco Grand Prix,alguersuari,toro_rosso,19,20,0.0,Collision,66
2011,6,Monaco Grand Prix,massa,ferrari,6,21,0.0,Accident,32
2011,6,Monaco Grand Prix,michael_schumacher,mercedes,5,22,0.0,Engine,32
2011,6,Monaco Grand Prix,glock,virgin,20,23,0.0,Suspension,30
2011,6,Monaco Grand Prix,perez,sauber,0,24,0.0,Injury,0
2011,7,Canadian Grand Prix,button,mclaren,7,1,25.0,Finished,70
2011,7,Canadian Grand Prix,vettel,red_bull,1,2,18.0,Finished,70
2011,7,Canadian Grand Prix,webber,red_bull,4,3,15.0,Finished,70
2011,7,Canadian Grand Prix,michael_schumacher,mercedes,8,4,12.0,Finished,70
2011,7,Canadian Grand Prix,petrov,renault,10,5,10.0,Finished,70
2011,7,Canadian Grand Prix,massa,ferrari,3,6,8.0,Finished,70
2011,7,Canadian Grand Prix,kobayashi,sauber,13,7,6.0,Finished,70
2011,7,Canadian Grand Prix,alguersuari,toro_rosso,24,8,4.0,Finished,70
2011,7,Canadian Grand Prix,barrichello,williams,16,9,2.0,Finished,70
2011,7,Canadian Grand Prix,buemi,toro_rosso,15,10,1.0,Finished,70
2011,7,Canadian Grand Prix,rosberg,mercedes,6,11,0.0,Finished,70
2011,7,Canadian Grand Prix,rosa,sauber,17,12,0.0,Finished,70
2011,7,Canadian Grand Prix,liuzzi,hrt,20,13,0.0,+1 Lap,69
2011,7,Canadian Grand Prix,ambrosio,virgin,23,14,0.0,+1 Lap,69
2011,7,Canadian Grand Prix,glock,virgin,21,15,0.0,+1 Lap,69
2011,7,Canadian Grand Prix,trulli,lotus_racing,18,16,0.0,+1 Lap,69
2011,7,Canadian Grand Prix,karthikeyan,hrt,22,17,0.0,+1 Lap,69
2011,7,Canadian Grand Prix,resta,force_india,11,18,0.0,Accident,67
2011,7,Canadian Grand Prix,maldonado,williams,12,19,0.0,Retired,61
2011,7,Canadian Grand Prix,heidfeld,renault,9,20,0.0,Accident,55
2011,7,Canadian Grand Prix,sutil,force_india,14,21,0.0,Accident,49
2011,7,Canadian Grand Prix,alonso,ferrari,2,22,0.0,Collision,36
2011,7,Canadian Grand Prix,kovalainen,lotus_racing,19,23,0.0,Transmission,28
2011,7,Canadian Grand Prix,hamilton,mclaren,5,24,0.0,Collision,7
2011,8,European Grand Prix,vettel,red_bull,1,1,25.0,Finished,57
2011,8,European Grand Prix,alonso,ferrari,4,2,18.0,Finished,57
2011,8,European Grand Prix,webber,red_bull,2,3,15.0,Finished,57
2011,8,European Grand Prix,hamilton,mclaren,3,4,12.0,Finished,57
2011,8,European Grand Prix,massa,ferrari,5,5,10.0,Finished,57
2011,8,European Grand Prix,button,mclaren,6,6,8.0,Finished,57
2011,8,European Grand Prix,rosberg,mercedes,7,7,6.0,Finished,57
2011,8,European Grand Prix,alguersuari,toro_rosso,18,8,4.0,+1 Lap,56
2011,8,European Grand Prix,sutil,force_india,10,9,2.0,+1 Lap,56
2011,8,European Grand Prix,heidfeld,renault,9,10,1.0,+1 Lap,56
2011,8,European Grand Prix,perez,sauber,16,11,0.0,+1 Lap,56
2011,8,European Grand Prix,barrichello,williams,13,12,0.0,+1 Lap,56
2011,8,European Grand Prix,buemi,toro_rosso,17,13,0.0,+1 Lap,56
2011,8,European Grand Prix,resta,force_india,12,14,0.0,+1 Lap,56
2011,8,European Grand Prix,petrov,renault,11,15,0.0,+1 Lap,56
2011,8,European Grand Prix,kobayashi,sauber,14,16,0.0,+1 Lap,56
2011,8,European Grand Prix,michael_schumacher,mercedes,8,17,0.0,+1 Lap,56
2011,8,European Grand Prix,maldonado,williams,15,18,0.0,+1 Lap,56
2011,8,European Grand Prix,kovalainen,lotus_racing,19,19,0.0,+2 Laps,55
2011,8,European Grand Prix,trulli,lotus_racing,20,20,0.0,+2 Laps,55
2011,8,European Grand Prix,glock,virgin,21,21,0.0,+2 Laps,55
2011,8,European Grand Prix,ambrosio,virgin,23,22,0.0,+2 Laps,55
2011,8,European Grand Prix,liuzzi,hrt,22,23,0.0,+3 Laps,54
2011,8,European Grand Prix,karthikeyan,hrt,24,24,0.0,+3 Laps,54
2011,9,British Grand Prix,alonso,ferrari,3,1,25.0,Finished,52
2011,9,British Grand Prix,vettel,red_bull,2,2,18.0,Finished,52
2011,9,British Grand Prix,webber,red_bull,1,3,15.0,Finished,52
2011,9,British Grand Prix,hamilton,mclaren,10,4,12.0,Finished,52
2011,9,British Grand Prix,massa,ferrari,4,5,10.0,Finished,52
2011,9,British Grand Prix,rosberg,mercedes,9,6,8.0,Finished,52
2011,9,British Grand Prix,perez,sauber,12,7,6.0,Finished,52
2011,9,British Grand Prix,heidfeld,renault,16,8,4.0,Finished,52
2011,9,British Grand Prix,michael_schumacher,mercedes,13,9,2.0,Finished,52
2011,9,British Grand Prix,alguersuari,toro_rosso,18,10,1.0,Finished,52
2011,9,British Grand Prix,sutil,force_india,11,11,0.0,Finished,52
2011,9,British Grand Prix,petrov,renault,14,12,0.0,Finished,52
2011,9,British Grand Prix,barrichello,williams,15,13,0.0,+1 Lap,51
2011,9,British Grand Prix,maldonado,williams,7,14,0.0,+1 Lap,51
2011,9,British Grand Prix,resta,force_india,6,15,0.0,+1 Lap,51
2011,9,British Grand Prix,glock,virgin,20,16,0.0,+2 Laps,50
2011,9,British Grand Prix,ambrosio,virgin,22,17,0.0,+2 Laps,50
2011,9,British Grand Prix,liuzzi,hrt,23,18,0.0,+2 Laps,50
2011,9,British Grand Prix,ricciardo,hrt,24,19,0.0,+3 Laps,49
2011,9,British Grand Prix,button,mclaren,5,20,0.0,Wheel nut,39
2011,9,British Grand Prix,buemi,toro_rosso,19,21,0.0,Accident,25
2011,9,British Grand Prix,kobayashi,sauber,8,22,0.0,Engine,23
2011,9,British Grand Prix,trulli,lotus_racing,21,23,0.0,Oil leak,10
2011,9,British Grand Prix,kovalainen,lotus_racing,17,24,0.0,Gearbox,2
2011,10,German Grand Prix,hamilton,mclaren,2,1,25.0,Finished,60
2011,10,German Grand Prix,alonso,ferrari,4,2,18.0,Finished,60
2011,10,German Grand Prix,webber,red_bull,1,3,15.0,Finished,60
2011,10,German Grand Prix,vettel,red_bull,3,4,12.0,Finished,60
2011,10,German Grand Prix,massa,ferrari,5,5,10.0,Finished,60
2011,10,German Grand Prix,sutil,force_india,8,6,8.0,Finished,60
2011,10,German Grand Prix,rosberg,mercedes,6,7,6.0,+1 Lap,59
2011,10,German Grand Prix,michael_schumacher,mercedes,10,8,4.0,+1 Lap,59
2011,10,German Grand Prix,kobayashi,sauber,17,9,2.0,+1 Lap,59
2011,10,German Grand Prix,petrov,renault,9,10,1.0,+1 Lap,59
2011,10,German Grand Prix,perez,sauber,15,11,0.0,+1 Lap,59
2011,10,German Grand Prix,alguersuari,toro_rosso,16,12,0.0,+1 Lap,59
2011,10,German Grand Prix,resta,force_india,12,13,0.0,+1 Lap,59
2011,10,German Grand Prix,maldonado,williams,13,14,0.0,+1 Lap,59
2011,10,German Grand Prix,buemi,toro_rosso,24,15,0.0,+1 Lap,59
2011,10,German Grand Prix,kovalainen,lotus_racing,18,16,0.0,+2 Laps,58
2011,10,German Grand Prix,glock,virgin,19,17,0.0,+3 Laps,57
2011,10,German Grand Prix,ambrosio,virgin,21,18,0.0,+3 Laps,57
2011,10,German Grand Prix,ricciardo,hrt,22,19,0.0,+3 Laps,57
